modelFreeScore,seqId,seq,semantic
9.729551368442307E-7,14,904453 -1  -2 ,'Esomeprazole' -1 -2 
9.711705386560583E-7,3160,1153664 -1 1125315 -1  -2 ,'Propoxyphene' -1 'Acetaminophen' -1 -2 
9.643667826415527E-7,1025,1174888 -1 1734104 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 -2 
9.622426801519608E-7,3299,922570 -1 1125315 -1  -2 ,'Nystatin' -1 'Acetaminophen' -1 -2 
9.609350150264806E-7,4599,1125315 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
9.604804114398845E-7,2291,1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
9.59623340057844E-7,3665,1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
9.543780313400727E-7,890,1742253 -1 1149380 -1  -2 ,'Levofloxacin' -1 'fluticasone' -1 -2 
9.529562470405958E-7,3024,1163944 -1 1125315 -1  -2 ,'Guaifenesin' -1 'Acetaminophen' -1 -2 
9.526535302598354E-7,865,1742253 -1 1518254 -1  -2 ,'Levofloxacin' -1 'Dexamethasone' -1 -2 
9.493802273985426E-7,91,1398937 -1  -2 ,'Clonidine' -1 -2 
9.4769636656088E-7,4726,1125315 1174888 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
9.450018223212064E-7,2000,1163944 -1 1174888 -1  -2 ,'Guaifenesin' -1 'Hydrocodone' -1 -2 
9.425223226817373E-7,3309,797399 -1 1125315 -1  -2 ,'gabapentin' -1 'Acetaminophen' -1 -2 
9.406338838276206E-7,285,1149380 -1 19049105 -1  -2 ,'fluticasone' -1 'Potassium Chloride' -1 -2 
9.360052016056325E-7,991,1125315 -1 1738521 -1  -2 ,'Acetaminophen' -1 'Doxycycline' -1 -2 
9.30537082155212E-7,104,1550023 -1  -2 ,'Insulin. Lispro. Human' -1 -2 
9.2764415268991E-7,294,19049105 -1 1112921 -1  -2 ,'Potassium Chloride' -1 'Ipratropium' -1 -2 
9.251941005488077E-7,2205,1174888 -1 1742253 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 'Acetaminophen' -1 -2 
9.199864982432161E-7,3,715939 -1  -2 ,'Escitalopram' -1 -2 
9.180715864234445E-7,875,1307046 -1 1742253 -1  -2 ,'Metoprolol' -1 'Levofloxacin' -1 -2 
9.17554004162505E-7,5237,1112921 1154343 -1 1125315 -1  -2 ,'Ipratropium' 'Albuterol' -1 'Acetaminophen' -1 -2 
9.17548300126491E-7,4462,1125315 1174888 -1 1518254 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Dexamethasone' -1 -2 
9.169047417299807E-7,1261,956874 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 -2 
9.157947700504134E-7,3226,1149380 -1 1125315 1174888 -1  -2 ,'fluticasone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
9.03794985943782E-7,5295,956874 -1 907013 -1  -2 ,'Furosemide' -1 'Metolazone' -1 -2 
9.031539409601114E-7,1919,1307046 -1 1154343 -1  -2 ,'Metoprolol' -1 'Albuterol' -1 -2 
8.954291425468624E-7,3052,1154343 -1 1112921 -1  -2 ,'Albuterol' -1 'Ipratropium' -1 -2 
8.948521710738985E-7,1578,1551099 -1 1112921 -1  -2 ,'Prednisone' -1 'Ipratropium' -1 -2 
8.91069045632143E-7,1572,1137529 -1 1551099 -1  -2 ,'salmeterol' -1 'Prednisone' -1 -2 
8.898900266444885E-7,5200,1124957 -1 1124957 -1  -2 ,'Oxycodone' -1 'Oxycodone' -1 -2 
8.882599447302499E-7,1201,1551099 -1 1713332 -1  -2 ,'Prednisone' -1 'Amoxicillin' -1 -2 
8.860318199480054E-7,647,1154343 -1 1797513 -1  -2 ,'Albuterol' -1 'Ciprofloxacin' -1 -2 
8.805343785590104E-7,646,1797513 -1 1174888 -1  -2 ,'Ciprofloxacin' -1 'Hydrocodone' -1 -2 
8.795296885067224E-7,1029,1154343 -1 1734104 -1  -2 ,'Albuterol' -1 'Azithromycin' -1 -2 
8.775605945720974E-7,3540,1125315 -1 1742253 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Acetaminophen' -1 -2 
8.756850782897301E-7,119,1750500 -1  -2 ,'Clarithromycin' -1 -2 
8.756463950984923E-7,5202,1124957 -1 956874 -1  -2 ,'Oxycodone' -1 'Furosemide' -1 -2 
8.743055844809006E-7,252,19049105 -1 1518254 -1  -2 ,'Potassium Chloride' -1 'Dexamethasone' -1 -2 
8.62991417883036E-7,1846,1332418 -1 1125315 -1  -2 ,'Amlodipine' -1 'Acetaminophen' -1 -2 
8.606299207757804E-7,5392,956874 -1 1125315 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
8.591723434371235E-7,1030,1734104 -1 1154343 -1  -2 ,'Azithromycin' -1 'Albuterol' -1 -2 
8.550885343622527E-7,1878,1310149 -1 1125315 1174888 -1  -2 ,'Warfarin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.549384939726761E-7,856,1742253 -1 1713332 -1  -2 ,'Levofloxacin' -1 'Amoxicillin' -1 -2 
8.52711541255343E-7,1053,1734104 -1 956874 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 -2 
8.522276445117339E-7,2895,1174888 -1 1713332 1759842 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
8.522276445117339E-7,818,1174888 -1 1759842 -1  -2 ,'Hydrocodone' -1 'Clavulanate' -1 -2 
8.518602970790128E-7,1896,1308216 -1 956874 -1  -2 ,'Lisinopril' -1 'Furosemide' -1 -2 
8.477678520125318E-7,1198,1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 -2 
8.454166746586601E-7,2154,1174888 -1 1125315 -1 1124957 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
8.450233475644771E-7,1577,1112921 -1 1551099 -1  -2 ,'Ipratropium' -1 'Prednisone' -1 -2 
8.403744922315265E-7,844,1174888 -1 1754994 -1  -2 ,'Hydrocodone' -1 'Fluconazole' -1 -2 
8.363545204459671E-7,3467,1125315 -1 1125315 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
8.357811455984962E-7,3361,1125315 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
8.319283992438278E-7,1890,1308216 -1 1174888 -1  -2 ,'Lisinopril' -1 'Hydrocodone' -1 -2 
8.316199938515025E-7,269,1308216 -1 19049105 -1  -2 ,'Lisinopril' -1 'Potassium Chloride' -1 -2 
8.276367048153576E-7,3285,970250 -1 1125315 -1  -2 ,'Spironolactone' -1 'Acetaminophen' -1 -2 
8.248501227754949E-7,236,19049105 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Levofloxacin' -1 -2 
8.246552817556621E-7,1234,1713332 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 -2 
8.231057537617806E-7,2627,1174888 -1 1518254 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Dexamethasone' -1 'Hydrocodone' -1 -2 
8.21167621762896E-7,40,1000632 -1  -2 ,'Clotrimazole' -1 -2 
8.185960439693782E-7,3292,1125315 -1 948078 -1  -2 ,'Acetaminophen' -1 'pantoprazole' -1 -2 
8.182718930988473E-7,4741,1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.182718930988473E-7,4722,1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
8.17804921368557E-7,2366,1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.17804921368557E-7,2356,1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
8.170795607854278E-7,1926,1307046 -1 956874 -1  -2 ,'Metoprolol' -1 'Furosemide' -1 -2 
8.169101401608651E-7,3762,1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.143945504896563E-7,2158,1174888 -1 1124957 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Oxycodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.130072696270372E-7,725,1174888 -1 1786621 -1  -2 ,'Hydrocodone' -1 'Cephalexin' -1 -2 
8.04815210725242E-7,2650,1174888 -1 19049105 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
8.043279309555195E-7,3479,1125315 -1 1124957 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
8.043279309555195E-7,3470,1125315 -1 1124957 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Hydrocodone' -1 -2 
8.04275602927221E-7,1875,956874 -1 1310149 -1  -2 ,'Furosemide' -1 'Warfarin' -1 -2 
8.024342510192491E-7,859,1551099 -1 1742253 -1  -2 ,'Prednisone' -1 'Levofloxacin' -1 -2 
7.992765751682909E-7,4812,1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
7.992765751682909E-7,4591,1125315 1174888 -1 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
7.985255452827455E-7,2215,1174888 -1 19049105 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
7.922083970449345E-7,3021,1163944 -1 1154343 -1  -2 ,'Guaifenesin' -1 'Albuterol' -1 -2 
7.90085338575615E-7,3550,1125315 -1 19049105 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
7.892452574070008E-7,1820,1346823 -1 1125315 -1  -2 ,'carvedilol' -1 'Acetaminophen' -1 -2 
7.770707854528764E-7,1918,1154343 -1 1307046 -1  -2 ,'Albuterol' -1 'Metoprolol' -1 -2 
7.74758018253148E-7,1892,1308216 -1 1154343 -1  -2 ,'Lisinopril' -1 'Albuterol' -1 -2 
7.736319053365712E-7,184,956874 -1 19121608 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 -2 
7.723608648830487E-7,2156,1174888 -1 1174888 -1 1124957 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Oxycodone' -1 -2 
7.72069620847542E-7,4180,1125315 -1 1742253 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Hydrocodone' -1 -2 
7.696208357017145E-7,5389,956874 -1 1125315 -1 1124957 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
7.667459101949235E-7,5707,797399 -1 1125315 1174888 -1  -2 ,'gabapentin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.600989907663803E-7,1917,1307046 -1 1174888 -1  -2 ,'Metoprolol' -1 'Hydrocodone' -1 -2 
7.593246886708312E-7,1237,1154343 -1 1713332 -1  -2 ,'Albuterol' -1 'Amoxicillin' -1 -2 
7.523571764627114E-7,2216,1174888 -1 1125315 -1 19049105 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
7.486452684944624E-7,4069,1125315 1174888 -1 1149380 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'fluticasone' -1 -2 
7.486035413083154E-7,3250,1137529 -1 1125315 -1  -2 ,'salmeterol' -1 'Acetaminophen' -1 -2 
7.472088105629219E-7,5240,1112921 1154343 -1 1174888 -1  -2 ,'Ipratropium' 'Albuterol' -1 'Hydrocodone' -1 -2 
7.450206449291749E-7,1699,1518254 -1 1125315 1174888 -1  -2 ,'Dexamethasone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.449523092931641E-7,3201,1153013 -1 1125315 1174888 -1  -2 ,'Promethazine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.413039946025975E-7,4516,1125315 1174888 -1 1713332 1759842 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
7.413039946025975E-7,4472,1125315 1174888 -1 1759842 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Clavulanate' -1 -2 
7.409719925783959E-7,3048,1124957 -1 1154343 -1  -2 ,'Oxycodone' -1 'Albuterol' -1 -2 
7.375316733403164E-7,886,1742253 -1 1153664 -1  -2 ,'Levofloxacin' -1 'Propoxyphene' -1 -2 
7.364911303744636E-7,5435,956874 19049105 -1 1125315 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
7.35770991418343E-7,4458,1125315 1174888 -1 1346823 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'carvedilol' -1 -2 
7.35770991418343E-7,1819,1125315 -1 1346823 -1  -2 ,'Acetaminophen' -1 'carvedilol' -1 -2 
7.35770991418343E-7,1817,1174888 -1 1346823 -1  -2 ,'Hydrocodone' -1 'carvedilol' -1 -2 
7.300867472320234E-7,3524,1125315 -1 1518254 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Dexamethasone' -1 'Acetaminophen' -1 -2 
7.295673480471731E-7,3390,1125315 -1 956874 19049105 -1  -2 ,'Acetaminophen' -1 'Furosemide' 'Potassium Chloride' -1 -2 
7.273110804323524E-7,1855,1125315 -1 1326303 -1  -2 ,'Acetaminophen' -1 'Digoxin' -1 -2 
7.253266180544654E-7,4165,1125315 -1 1518254 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Dexamethasone' -1 'Hydrocodone' -1 -2 
7.239151543497056E-7,179,19121608 -1 1125315 -1  -2 ,'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
7.20818209099442E-7,178,1125315 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
7.201327049186206E-7,2999,1174888 -1 19049105 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
7.200752017926654E-7,2054,1174888 -1 906780 -1  -2 ,'Hydrocodone' -1 'Metoclopramide' -1 -2 
7.173417504648453E-7,4120,1125315 -1 1154343 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Prednisone' -1 -2 
7.160020527046926E-7,3536,1125315 -1 1734104 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
7.148941591147727E-7,291,1124957 -1 19049105 -1  -2 ,'Oxycodone' -1 'Potassium Chloride' -1 -2 
7.121097485997189E-7,2046,1174888 -1 948078 -1  -2 ,'Hydrocodone' -1 'pantoprazole' -1 -2 
7.105721999383578E-7,4091,1125315 1174888 -1 1153664 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Propoxyphene' -1 -2 
7.08732766231252E-7,2104,1174888 -1 956874 19049105 -1  -2 ,'Hydrocodone' -1 'Furosemide' 'Potassium Chloride' -1 -2 
7.083078560601088E-7,101,1539403 -1  -2 ,'Simvastatin' -1 -2 
7.081345363875622E-7,1925,956874 -1 1307046 -1  -2 ,'Furosemide' -1 'Metoprolol' -1 -2 
7.066938941916528E-7,998,1734104 -1 1713332 -1  -2 ,'Azithromycin' -1 'Amoxicillin' -1 -2 
7.058355088555799E-7,922,1742253 -1 1734104 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
7.040411905315519E-7,1865,956874 -1 1322184 -1  -2 ,'Furosemide' -1 'clopidogrel' -1 -2 
7.034687132848788E-7,83,1334456 -1  -2 ,'Ramipril' -1 -2 
7.021314878843415E-7,728,1154343 -1 1786621 -1  -2 ,'Albuterol' -1 'Cephalexin' -1 -2 
7.01553973203139E-7,45,1118084 -1  -2 ,'celecoxib' -1 -2 
7.001488571373562E-7,3317,744740 -1 1125315 -1  -2 ,'zolpidem' -1 'Acetaminophen' -1 -2 
6.959333740574418E-7,1965,1201620 -1 1125315 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 -2 
6.940477734277585E-7,5404,956874 -1 1125315 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.932290982860536E-7,37,989878 -1  -2 ,'Lidocaine' -1 -2 
6.924199886798099E-7,2640,1174888 -1 1742253 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Levofloxacin' -1 'Hydrocodone' -1 -2 
6.917822572341367E-7,241,1713332 -1 19049105 -1  -2 ,'Amoxicillin' -1 'Potassium Chloride' -1 -2 
6.915445816179109E-7,845,1754994 -1 1174888 -1  -2 ,'Fluconazole' -1 'Hydrocodone' -1 -2 
6.892942569249188E-7,242,19049105 -1 1713332 -1  -2 ,'Potassium Chloride' -1 'Amoxicillin' -1 -2 
6.872253931128303E-7,3511,1125315 -1 1310149 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Warfarin' -1 'Acetaminophen' -1 -2 
6.83884710857679E-7,3530,1125315 -1 1551099 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Acetaminophen' -1 -2 
6.835818055728539E-7,914,1742253 -1 1174888 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.824917141600359E-7,1690,1518254 -1 1518254 -1  -2 ,'Dexamethasone' -1 'Dexamethasone' -1 -2 
6.819111516915464E-7,1571,1551099 -1 1149380 -1  -2 ,'Prednisone' -1 'fluticasone' -1 -2 
6.768108464218835E-7,2196,1174888 -1 1551099 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Prednisone' -1 'Acetaminophen' -1 -2 
6.767990070998539E-7,896,1742253 -1 1112921 -1  -2 ,'Levofloxacin' -1 'Ipratropium' -1 -2 
6.760437539000864E-7,51,1136601 -1  -2 ,'benzonatate' -1 -2 
6.736215400738242E-7,1862,1322184 -1 1174888 -1  -2 ,'clopidogrel' -1 'Hydrocodone' -1 -2 
6.70565886828141E-7,742,956874 -1 1786621 -1  -2 ,'Furosemide' -1 'Cephalexin' -1 -2 
6.702093302162133E-7,1576,1551099 -1 1124957 -1  -2 ,'Prednisone' -1 'Oxycodone' -1 -2 
6.692861567947854E-7,4870,1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.692861567947854E-7,4744,1125315 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.692861567947854E-7,4612,1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.692861567947854E-7,4600,1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.652940647408374E-7,362,19049105 -1 1125315 -1 1124957 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Oxycodone' -1 -2 
6.58341178979645E-7,627,1742253 -1 1797513 -1  -2 ,'Levofloxacin' -1 'Ciprofloxacin' -1 -2 
6.565219162915128E-7,1250,1112921 -1 1713332 -1  -2 ,'Ipratropium' -1 'Amoxicillin' -1 -2 
6.552290706759186E-7,3360,1125315 -1 956874 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Oxycodone' -1 -2 
6.519046651095299E-7,134,19049105 -1 19121608 -1  -2 ,'Potassium Chloride' -1 'Influenza virus vaccine' -1 -2 
6.517411328943431E-7,3028,1163944 -1 1125315 1174888 -1  -2 ,'Guaifenesin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.47769204012939E-7,3368,1125315 -1 1174888 -1 956874 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
6.473973560899414E-7,3546,1125315 -1 1797513 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
6.473973560899414E-7,2211,1174888 -1 1797513 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 -2 
6.456228908116184E-7,3551,1125315 -1 1125315 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
6.428180793889026E-7,3259,1137529 1149380 -1 1174888 -1  -2 ,'salmeterol' 'fluticasone' -1 'Hydrocodone' -1 -2 
6.428180793889026E-7,2015,1137529 -1 1174888 -1  -2 ,'salmeterol' -1 'Hydrocodone' -1 -2 
6.409542622749574E-7,665,1797513 -1 1125315 1174888 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.404540743453124E-7,1876,1310149 -1 956874 -1  -2 ,'Warfarin' -1 'Furosemide' -1 -2 
6.396558394042338E-7,3313,781039 -1 1125315 -1  -2 ,'Alprazolam' -1 'Acetaminophen' -1 -2 
6.38685486202033E-7,5120,1125315 -1 1742253 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
6.374976297077401E-7,5403,956874 -1 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.303788599952403E-7,2711,1174888 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
6.270294138479142E-7,4264,1125315 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
6.214719776980871E-7,365,19049105 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
6.207379169169843E-7,1916,1174888 -1 1307046 -1  -2 ,'Hydrocodone' -1 'Metoprolol' -1 -2 
6.202569310114239E-7,628,1797513 -1 1742253 -1  -2 ,'Ciprofloxacin' -1 'Levofloxacin' -1 -2 
6.183529074544458E-7,1262,1713332 -1 956874 -1  -2 ,'Amoxicillin' -1 'Furosemide' -1 -2 
6.143267488004012E-7,1856,1326303 -1 1125315 -1  -2 ,'Digoxin' -1 'Acetaminophen' -1 -2 
6.137088115876762E-7,5619,956874 -1 1713332 1759842 -1  -2 ,'Furosemide' -1 'Amoxicillin' 'Clavulanate' -1 -2 
6.137088115876762E-7,825,956874 -1 1759842 -1  -2 ,'Furosemide' -1 'Clavulanate' -1 -2 
6.129291292308304E-7,2086,1174888 -1 1125315 -1 956874 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
6.114440897666957E-7,4155,1125315 -1 1310149 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Warfarin' -1 'Hydrocodone' -1 -2 
6.111929455128598E-7,5315,956874 -1 1174888 -1 956874 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
6.088296376532626E-7,1605,1551099 -1 1125315 -1 19049105 -1  -2 ,'Prednisone' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
6.064024686400316E-7,5543,956874 -1 1174888 -1 1174888 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
6.057616700690583E-7,1632,1551099 -1 1713332 1759842 -1  -2 ,'Prednisone' -1 'Amoxicillin' 'Clavulanate' -1 -2 
6.057616700690583E-7,813,1551099 -1 1759842 -1  -2 ,'Prednisone' -1 'Clavulanate' -1 -2 
6.051263581077485E-7,1238,1713332 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Albuterol' -1 -2 
6.041755347388813E-7,3254,1137529 1149380 -1 1125315 -1  -2 ,'salmeterol' 'fluticasone' -1 'Acetaminophen' -1 -2 
6.036604498318322E-7,881,1163944 -1 1742253 -1  -2 ,'Guaifenesin' -1 'Levofloxacin' -1 -2 
6.028682225620467E-7,3911,1125315 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
6.022560625003862E-7,3049,1154343 -1 1124957 -1  -2 ,'Albuterol' -1 'Oxycodone' -1 -2 
5.937697488168661E-7,983,1742253 -1 1742253 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 'Levofloxacin' -1 -2 
5.887532476521564E-7,3217,956874 -1 1149380 -1  -2 ,'Furosemide' -1 'fluticasone' -1 -2 
5.883562710626147E-7,364,19049105 -1 1174888 -1 1124957 -1  -2 ,'Potassium Chloride' -1 'Hydrocodone' -1 'Oxycodone' -1 -2 
5.873299030464316E-7,3316,1125315 -1 778711 -1  -2 ,'Acetaminophen' -1 'cyclobenzaprine' -1 -2 
5.865254390353733E-7,2063,781039 -1 1174888 -1  -2 ,'Alprazolam' -1 'Hydrocodone' -1 -2 
5.854816712955095E-7,852,1742253 -1 1738521 -1  -2 ,'Levofloxacin' -1 'Doxycycline' -1 -2 
5.831987918463866E-7,3068,1154343 -1 1125315 -1 1125315 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
5.829699217422254E-7,3296,1125315 -1 929887 -1  -2 ,'Acetaminophen' -1 'lansoprazole' -1 -2 
5.828072592882107E-7,123,1778162 -1  -2 ,'Cefuroxime' -1 -2 
5.788459726039562E-7,658,956874 -1 1797513 -1  -2 ,'Furosemide' -1 'Ciprofloxacin' -1 -2 
5.755288041528276E-7,1641,1545958 -1 1125315 -1  -2 ,'atorvastatin' -1 'Acetaminophen' -1 -2 
5.747040033886584E-7,635,1551099 -1 1797513 -1  -2 ,'Prednisone' -1 'Ciprofloxacin' -1 -2 
5.696750261882185E-7,2090,1174888 -1 1174888 -1 956874 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Furosemide' -1 -2 
5.694120890704906E-7,5309,956874 -1 1125315 -1 956874 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
5.692544574238574E-7,847,1754994 -1 1125315 -1  -2 ,'Fluconazole' -1 'Acetaminophen' -1 -2 
5.688981468669557E-7,5170,1125315 -1 19049105 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
5.688981468669557E-7,4190,1125315 -1 19049105 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Hydrocodone' -1 -2 
