modelFreeScore,seqId,seq,semantic
3.821601427347281E-7,1155,956874 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
3.814151463874628E-7,373,1308216 -1 1713332 -1  -2 ,'Lisinopril' -1 'Amoxicillin' -1 -2 
3.7732148612047523E-7,1181,903963 -1 1125315 1174888 -1  -2 ,'Triamcinolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.751096578155432E-7,778,1125315 -1 986417 -1  -2 ,'Acetaminophen' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
3.750206275701829E-7,1102,1125315 -1 19049105 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.748785667728415E-7,411,1713332 -1 1125315 1174888 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.747155161894691E-7,904,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.745881952479512E-7,357,1734104 -1 1174888 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.739432343966086E-7,536,1308216 -1 1307046 -1  -2 ,'Lisinopril' -1 'Metoprolol' -1 -2 
3.730144782656089E-7,804,1125315 1174888 -1 903963 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Triamcinolone' -1 -2 
3.7278411127720955E-7,658,1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.720034994149977E-7,1156,956874 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.718980098041258E-7,400,1713332 -1 1713332 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
3.712102961076395E-7,659,1174888 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.7083046869436367E-7,1049,1125315 1174888 -1 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.698331028121318E-7,896,1125315 -1 1125315 1174888 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
3.69587811501658E-7,903,1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.690785026434192E-7,1162,956874 -1 1125315 -1 1125315 -1 956874 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
3.688451094750794E-7,1171,956874 -1 1174888 -1 1125315 -1 1125315 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.681140363864373E-7,907,1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.6808655312789006E-7,1045,1125315 1174888 -1 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.6731977126880395E-7,723,1174888 -1 1734104 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.672200410011338E-7,517,1174888 -1 1332418 -1  -2 ,'Hydrocodone' -1 'Amlodipine' -1 -2 
3.660166028458909E-7,1022,1125315 1174888 -1 1734104 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
3.651649509090593E-7,1044,1125315 1174888 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.6453429971271356E-7,1130,956874 -1 1713332 -1 956874 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 'Furosemide' -1 -2 
3.642370940700129E-7,139,19121608 -1 1125315 -1 1125315 -1  -2 ,'Influenza virus vaccine' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.6300108749977875E-7,845,1125315 -1 1125315 -1 1506270 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Methylprednisolone' -1 -2 
3.6262054748928474E-7,109,1786621 -1 19121608 -1  -2 ,'Cephalexin' -1 'Influenza virus vaccine' -1 -2 
3.5889643327734203E-7,866,1125315 -1 1125315 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
3.588963508247708E-7,693,1174888 -1 1174888 -1 1797513 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
3.582380930528341E-7,715,1174888 -1 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.5811682249373555E-7,347,1734104 -1 1734104 -1 1125315 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
3.5746051012430285E-7,120,19121608 -1 1506270 -1  -2 ,'Influenza virus vaccine' -1 'Methylprednisolone' -1 -2 
3.5686513585621576E-7,416,1713332 -1 1174888 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
3.5685547897537426E-7,664,1174888 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.5478316483352197E-7,989,1125315 -1 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.5364423531852594E-7,600,1174888 -1 778711 -1  -2 ,'Hydrocodone' -1 'cyclobenzaprine' -1 -2 
3.536083321951046E-7,1046,1125315 1174888 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.535461161783685E-7,911,1125315 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.522244653454065E-7,1059,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.4901642751857347E-7,516,1332418 -1 1332418 -1  -2 ,'Amlodipine' -1 'Amlodipine' -1 -2 
3.472220316424555E-7,1058,1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.467835405961296E-7,273,1759842 -1 1734104 -1  -2 ,'Clavulanate' -1 'Azithromycin' -1 -2 
3.4656596909370884E-7,271,1759842 -1 1759842 -1  -2 ,'Clavulanate' -1 'Clavulanate' -1 -2 
3.4537307525338166E-7,348,1734104 -1 1125315 -1 1734104 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
3.4526790984432446E-7,860,1125315 -1 1125315 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
3.434645674724106E-7,1152,956874 -1 1125315 -1 1174888 -1 1174888 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.4224809742931104E-7,283,1759842 -1 1713332 1759842 -1  -2 ,'Clavulanate' -1 'Amoxicillin' 'Clavulanate' -1 -2 
3.412174415739951E-7,660,1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.410082866614408E-7,427,1713332 1759842 -1 1759842 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Clavulanate' -1 -2 
3.3984708753569856E-7,131,19121608 -1 1149380 -1  -2 ,'Influenza virus vaccine' -1 'fluticasone' -1 -2 
3.381696639740043E-7,1151,956874 -1 1125315 -1 19121608 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
3.377073779628336E-7,1075,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.372581216446928E-7,828,1125315 -1 1125315 -1 1149380 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'fluticasone' -1 -2 
3.354098979736056E-7,499,1503297 -1 1125315 -1  -2 ,'Metformin' -1 'Acetaminophen' -1 -2 
3.353485251462968E-7,718,1174888 -1 1713332 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
3.351670383841664E-7,777,986417 -1 1125315 -1  -2 ,'POLYETHYLENE GLYCOL 3350' -1 'Acetaminophen' -1 -2 
3.34996143248706E-7,1030,1125315 1174888 -1 1713332 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' -1 -2 
3.348969393407192E-7,592,1174888 -1 986417 -1  -2 ,'Hydrocodone' -1 'POLYETHYLENE GLYCOL 3350' -1 -2 
3.3435738163782604E-7,928,1125315 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.3419214609431686E-7,457,1174888 -1 1545958 -1  -2 ,'Hydrocodone' -1 'atorvastatin' -1 -2 
3.335975523654448E-7,408,1713332 -1 1125315 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.334919468225456E-7,849,1125315 -1 1705674 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Trimethoprim' -1 'Acetaminophen' -1 -2 
3.328155190502418E-7,1077,1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.3227986581453E-7,692,1174888 -1 1797513 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Ciprofloxacin' -1 'Hydrocodone' -1 -2 
3.317401858247191E-7,1066,1125315 1174888 -1 1125315 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.306020804745048E-7,378,1713332 -1 1201620 -1  -2 ,'Amoxicillin' -1 'Codeine' -1 -2 
3.3009767227741096E-7,515,1346823 -1 1346823 -1 1346823 -1  -2 ,'carvedilol' -1 'carvedilol' -1 'carvedilol' -1 -2 
3.300126273471473E-7,362,1705674 -1 1713332 -1  -2 ,'Trimethoprim' -1 'Amoxicillin' -1 -2 
3.275294125395802E-7,1170,956874 -1 1174888 -1 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.253290139698355E-7,638,1174888 -1 1125315 1174888 -1 1713332 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 -2 
3.2335433073897016E-7,309,1738521 -1 1125315 -1  -2 ,'Doxycycline' -1 'Acetaminophen' -1 -2 
3.2331632526914665E-7,587,1103314 -1 1174888 -1  -2 ,'Tramadol' -1 'Hydrocodone' -1 -2 
3.2309459539741633E-7,130,1149380 -1 19121608 -1  -2 ,'fluticasone' -1 'Influenza virus vaccine' -1 -2 
3.2241002061495995E-7,873,1125315 -1 1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
3.223632745812581E-7,307,1174888 -1 1738521 -1  -2 ,'Hydrocodone' -1 'Doxycycline' -1 -2 
3.2132590707333183E-7,774,997881 -1 1125315 -1  -2 ,'Clindamycin' -1 'Acetaminophen' -1 -2 
3.2125478573024874E-7,1169,956874 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
3.212227031255623E-7,676,1174888 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.185489061717718E-7,252,1797513 -1 1174888 -1 1125315 -1  -2 ,'Ciprofloxacin' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.176785125989095E-7,593,974166 -1 1174888 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrocodone' -1 -2 
3.1766923333310633E-7,1073,1125315 1174888 -1 1125315 1174888 -1 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.176515091836723E-7,1061,1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.175380353336359E-7,1098,1125315 -1 1734104 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.1689146310298506E-7,488,1506270 -1 1125315 1174888 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.160822054662159E-7,266,1786621 -1 1125315 -1 1125315 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.1607523264355935E-7,543,1308216 -1 1125315 -1 1125315 -1  -2 ,'Lisinopril' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
3.153316124127103E-7,349,1734104 -1 1125315 1174888 -1 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
3.1467351225038435E-7,1029,1125315 1174888 -1 1125315 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Amoxicillin' -1 -2 
3.140335452866902E-7,394,903963 -1 1713332 -1  -2 ,'Triamcinolone' -1 'Amoxicillin' -1 -2 
3.1392266236146365E-7,878,1125315 -1 1125315 1174888 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 -2 
3.1350005049423125E-7,166,1539403 -1 19049105 -1  -2 ,'Simvastatin' -1 'Potassium Chloride' -1 -2 
3.0981505688007704E-7,943,1125315 -1 1174888 -1 1506270 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
3.0877388343042824E-7,1047,1125315 1174888 -1 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.078412147775517E-7,366,1539403 -1 1713332 -1  -2 ,'Simvastatin' -1 'Amoxicillin' -1 -2 
3.066719728912467E-7,522,1332418 -1 1125315 1174888 -1  -2 ,'Amlodipine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.0626423539207043E-7,952,1125315 -1 1786621 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Hydrocodone' -1 -2 
3.058640408359656E-7,374,1713332 -1 1308216 -1  -2 ,'Amoxicillin' -1 'Lisinopril' -1 -2 
3.05634279027801E-7,371,1713332 -1 1346823 -1  -2 ,'Amoxicillin' -1 'carvedilol' -1 -2 
3.045233269999581E-7,418,1713332 -1 1174888 -1 1125315 1174888 -1  -2 ,'Amoxicillin' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
3.0449121101631406E-7,1028,1125315 1174888 -1 1713332 -1 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
3.0273790768270946E-7,330,1149380 -1 1734104 -1  -2 ,'fluticasone' -1 'Azithromycin' -1 -2 
3.023635355301486E-7,464,1174888 -1 1539403 -1  -2 ,'Hydrocodone' -1 'Simvastatin' -1 -2 
3.0229034112135527E-7,1076,1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
3.0006222877427534E-7,908,1125315 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.981785657827372E-7,1112,1124957 1125315 -1 1174888 -1  -2 ,'Oxycodone' 'Acetaminophen' -1 'Hydrocodone' -1 -2 
2.9814039269807213E-7,850,1125315 -1 1125315 -1 1705674 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Trimethoprim' -1 -2 
2.980647260001069E-7,415,1713332 -1 1713332 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
2.9701212863321994E-7,661,1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.939273246666347E-7,720,1174888 -1 1713332 -1 1125315 1174888 -1  -2 ,'Hydrocodone' -1 'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.9370071813719287E-7,355,1734104 -1 1734104 -1 1174888 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 'Hydrocodone' -1 -2 
2.92254450903579E-7,269,1786621 -1 1125315 -1 1174888 -1  -2 ,'Cephalexin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
2.8977171892997724E-7,506,1346823 -1 1308216 -1  -2 ,'carvedilol' -1 'Lisinopril' -1 -2 
2.8942529580501116E-7,1150,956874 -1 19121608 -1 1125315 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 'Acetaminophen' -1 -2 
2.8923016588791745E-7,426,1713332 1759842 -1 1734104 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Azithromycin' -1 -2 
2.8666880552672476E-7,471,1539403 -1 1125315 1174888 -1  -2 ,'Simvastatin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.8570029597079657E-7,1027,1125315 1174888 -1 1174888 -1 1713332 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Amoxicillin' -1 -2 
2.836462264796182E-7,599,778711 -1 1174888 -1  -2 ,'cyclobenzaprine' -1 'Hydrocodone' -1 -2 
2.8319803222884676E-7,559,1307046 -1 1307046 -1 1307046 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 'Metoprolol' -1 -2 
2.814722634808488E-7,570,1125315 -1 1177480 -1  -2 ,'Acetaminophen' -1 'Ibuprofen' -1 -2 
2.809775160292485E-7,942,1125315 -1 1506270 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Methylprednisolone' -1 'Hydrocodone' -1 -2 
2.803849320502273E-7,627,1174888 -1 1786621 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
2.7967845751723097E-7,1062,1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.7899840152530667E-7,318,1346823 -1 1734104 -1  -2 ,'carvedilol' -1 'Azithromycin' -1 -2 
2.789192476633308E-7,666,1174888 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.788139427540076E-7,682,1174888 -1 1174888 -1 1506270 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Methylprednisolone' -1 -2 
2.7878505047473535E-7,858,1125315 -1 1125315 -1 1759842 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Clavulanate' -1 -2 
2.787739062397132E-7,1025,1125315 1174888 -1 1734104 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.7837512601985396E-7,696,1174888 -1 19121608 -1 1174888 -1  -2 ,'Hydrocodone' -1 'Influenza virus vaccine' -1 'Hydrocodone' -1 -2 
2.77999370696218E-7,242,1506270 -1 1797513 -1  -2 ,'Methylprednisolone' -1 'Ciprofloxacin' -1 -2 
2.7735535173505145E-7,1104,1125315 -1 19121608 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.7729305331569625E-7,377,1201620 -1 1713332 -1  -2 ,'Codeine' -1 'Amoxicillin' -1 -2 
2.771531631374446E-7,978,1125315 -1 1174888 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.768175698082656E-7,352,1734104 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Azithromycin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.760613086826482E-7,916,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.734225213318893E-7,190,974166 -1 19049105 -1  -2 ,'Hydrochlorothiazide' -1 'Potassium Chloride' -1 -2 
2.668768443843833E-7,487,1506270 -1 1125315 -1 1125315 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.6669926525836544E-7,801,1125315 1174888 -1 778711 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'cyclobenzaprine' -1 -2 
2.666376126535239E-7,407,1713332 -1 1125315 1174888 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
2.665580985872598E-7,1078,1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.6584149353483123E-7,1099,1125315 -1 1797513 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.652672001883031E-7,216,19049105 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
2.6460389884607615E-7,413,1713332 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.643626627858662E-7,1118,974166 -1 1125315 1174888 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
2.6383204012293364E-7,1136,956874 -1 956874 -1 19121608 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Influenza virus vaccine' -1 -2 
2.617096335997194E-7,1111,1124957 -1 1174888 -1 1125315 -1  -2 ,'Oxycodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
2.6162605502768557E-7,1023,1125315 1174888 -1 1125315 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Azithromycin' -1 -2 
2.607620018591577E-7,871,1125315 -1 1125315 -1 1713332 1759842 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Amoxicillin' 'Clavulanate' -1 -2 
2.599289255317579E-7,875,1125315 -1 1125315 -1 1734104 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Azithromycin' -1 'Acetaminophen' -1 -2 
2.5990541424993924E-7,253,1797513 -1 1125315 -1 1174888 -1  -2 ,'Ciprofloxacin' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
2.5906864738473133E-7,189,986417 19049105 -1  -2 ,'POLYETHYLENE GLYCOL 3350' 'Potassium Chloride' -1 -2 
2.580527490701139E-7,353,1734104 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Azithromycin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
2.5618561456994104E-7,217,19049105 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
2.549988870591686E-7,395,1713332 -1 903963 -1  -2 ,'Amoxicillin' -1 'Triamcinolone' -1 -2 
2.537529635201878E-7,617,1174888 -1 1506270 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Methylprednisolone' -1 'Acetaminophen' -1 -2 
2.528276928910172E-7,819,1125315 1174888 -1 1103314 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Tramadol' -1 -2 
2.522621919563053E-7,993,1125315 1174888 -1 1201620 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Codeine' -1 -2 
